id,name,description_sale
scenario.product_141739,"APG SOL/WM","Scatola AP Solfà, bianco-opaco"
scenario.product_141741,"APG STA/W","Scatola AP Classic, bianco"
scenario.product_141744,"AS EDI/DG","Set adattatori, design EDIZIOdue, grigio scuro"
scenario.product_141753,"AS KAL/B","Set adattatori, design Kallysto, marrone"
scenario.product_141754,"AS KAL/BE","Set adattatori, design Kallysto, beige"
scenario.product_141759,"AS SID/AN","Set adattatori, design Sidus, antracite"
scenario.product_141761,"AS SID/ST","Set adattatori, design Sidus, softtouch"
scenario.product_141762,"AS STA/W","Set adattatori, design Standard, bianco"
scenario.product_141764,"FS-180/W","Set frontale per rilevatori 180° NUP/NAP, bianco"
scenario.product_141772,"Indoor 180 AP Kombi SID/W","Rilevatore di movimento 10A, design Sidus, bianco"
scenario.product_141774,"Indoor 180 AP Minuterie EDI/W","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, bianco"
scenario.product_141777,"Indoor 180 AP Minuterie SID/W","Rilevatore di movimento per minuterie, 2 fili, design Sidus, bianco"
scenario.product_141779,"Indoor 180 AP Kombi 2L EDI/W","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, bianco"
scenario.product_141780,"Indoor 180 AP Kombi 2L KAL/W","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, bianco"
scenario.product_141784,"PD2 S 180 AP Master 1C EDI/W","Rilevatore di presenza 1 canale, design EDIZIOdue, bianco"
scenario.product_141789,"PD2 S 180 AP Master 2C EDI/W","Rilevatore di presenza 2 canali, design EDIZIOdue, bianco"
scenario.product_141792,"PD2 S 180 AP Master 2C SID/W","Rilevatore di presenza 2 canali, design Sidus, bianco"
scenario.product_141796,"PD2 S 180 AP Slave SOL/W","Rilevatore di presenza Slave, design Solfà, bianco"
scenario.product_141798,"PD2 S 180 AP Slave STA/W","Rilevatore di presenza Slave, design Standard, bianco"
scenario.product_141799,"PD2 S 180 AP 12-48V EDI/W","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, bianco"
scenario.product_141802,"PD2 S 180 AP 12-48V SID/W","Rilevatore di presenza 12V-24V-48V, design Sidus, bianco"
scenario.product_141805,"PD2 S 180 AP KNX KAL/W","Rilevatore di presenza KNX, design Kallysto, bianco"
scenario.product_141813,"Indoor 180 UP Kombi STA/W","Rilevatore di movimento 10A, design Standard, bianco"
scenario.product_141851,"Indoor 180 C Kombi SOL/WG","Rilevatore di movimento 10A, design Solfà, bianco-lucido"
scenario.product_141854,"Indoor 180 C Minuterie EDI/W","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, bianco"
scenario.product_141843,"PD2 S 180 UP 12-48V STA/W","Rilevatore di presenza 12V-24V-48V, design Standard, bianco"
scenario.product_141863,"Indoor 180 C Kombi 2L STA/W","Rilevatore di movimento 10A, 2L schema 0, design Standard, bianco"
scenario.product_141864,"PD2 S 180 C Master 1C EDI/W","Rilevatore di presenza 1 canale, design EDIZIOdue, bianco"
scenario.product_141867,"PD2 S 180 C Master 1C SID/W","Rilevatore di presenza 1 canale, design Sidus, bianco"
scenario.product_141869,"PD2 S 180 C Master 2C EDI/W","Rilevatore di presenza 2 canali, design EDIZIOdue, bianco"
scenario.product_141873,"PD2 S 180 C Master 2C STA/W","Rilevatore di presenza 2 canali, design Standard, bianco"
scenario.product_141877,"PD2 S 180 C Slave SID/W","Rilevatore di presenza Slave, design Sidus, bianco"
scenario.product_141879,"PD2 S 180 C 12-48V EDI/W","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, bianco"
scenario.product_141880,"PD2 S 180 C 12-48V KAL/W","Rilevatore di presenza 12V-24V-48V, design Kallysto, bianco"
scenario.product_141847,"PD2 S 180 UP KNX SID/W","Rilevatore di presenza KNX, design Sidus, bianco"
scenario.product_141848,"PD2 S 180 UP KNX STA/W","Rilevatore di presenza KNX, design Standard, bianco"
scenario.product_141881,"PD2 S 180 C 12-48V SOL/WG","Rilevatore di presenza 12V-24V-48V, design Solfà, bianco-lucido"
scenario.product_141915,"PD2 S 180 CM Slave KAL/W","Rilevatore di presenza Slave, design Kallysto, bianco"
scenario.product_141917,"PD2 S 180 CM Slave SID/W","Rilevatore di presenza Slave, design Sidus, bianco"
scenario.product_141921,"PD2 S 180 CM 12-48V SOL/W","Rilevatore di presenza 12V-24V-48V, design Solfà, bianco"
scenario.product_141923,"PD2 S 180 CM 12-48V STA/W","Rilevatore di presenza 12V-24V-48V, design Standard, bianco"
scenario.product_141901,"Indoor 180 CM Kombi 2L SOL/W","Rilevatore di movimento 10A, 2L schema 0, design Solfà, bianco"
scenario.product_141963,"Indoor 180 NUP Kombi 2L BEG/W","Rilevatore di movimento 10A, 2L schema 0, bianco"
scenario.product_141966,"PD2 S 180 NUP Slave BEG/W","Rilevatore di presenza Slave, bianco"
scenario.product_141969,"Indoor 180 NAP Kombi BEG/W","Rilevatore di movimento 10A, bianco"
scenario.product_141970,"Indoor 180 NAP Minuterie BEG/W","Rilevatore di movimento per minuterie, 2 fili, bianco"
scenario.product_141988,"CS S UP/B","Coperchio colorato per rilevatori 360° UP, marrone"
scenario.product_141975,"PD2 S 180 NAP 12-48V BEG/W","Rilevatore di presenza 12V-24V-48V, bianco"
scenario.product_141978,"APG EDI/HG","Scatola AP EDIZIOdue, grigio chiaro"
scenario.product_141982,"ESI-RC-plus next/B","Zoccolo per montaggio su angoli rientranti, marrone"
scenario.product_141995,"CS S MAX/B","Coperchio colorato per rilevatori 360° UP, marrone"
scenario.product_141996,"CS S MAX/BE","Coperchio colorato per rilevatori 360° UP, beige"
scenario.product_142001,"CS S DE/SI","Coperchio colorato per rilevatori 360° INC, argento"
scenario.product_142004,"CS S MAX DE/BE","Coperchio colorato per rilevatori 360° INC, beige"
scenario.product_142007,"CS S PD9/B","Coperchio colorato, marrone"
scenario.product_141949,"PD2 S 180 NM Slave EDI","Rilevatore di presenza Slave, Placca di fissaggio EDIZIOdue"
scenario.product_141930,"Indoor 180 NM Kombi KAL","Rilevatore di movimento 10A, Placca di fissaggio Kallysto"
scenario.product_141936,"Indoor 180 NM Minuterie SID","Rilevatore di movimento per minuterie, 2 fili, Placca di fissaggio Sidus"
scenario.product_141939,"Indoor 180 NM Kombi 2L SOL","Rilevatore di movimento 10A, 2L schema 0, Placca di fissaggio Solfà"
scenario.product_141940,"Indoor 180 NM Kombi 2L SID","Rilevatore di movimento 10A, 2L schema 0, Placca di fissaggio Sidus"
scenario.product_141952,"PD2 S 180 NM Slave SID","Rilevatore di presenza Slave, Placca di fissaggio Sidus"
scenario.product_141953,"PD2 S 180 NM 12-48V EDI","Rilevatore di presenza 12V-24V-48V, Placca di fissaggio EDIZIOdue"
scenario.product_141960,"PD2 S 180 NM KNX SID","Rilevatore di presenza KNX, Placca di fissaggio Sidus"
scenario.product_142011,"PD2 S 360 NMU DALI-DSI","Rilevatore di presenza Dimm DALI-DSI, senza coperchio colorato"
scenario.product_142025,"PD3 S 360 NME 24V","Rilevatore di movimento 24V, senza coperchio colorato"
scenario.product_142107,"Indoor 180 C Kombi EDI/B","Rilevatore di movimento 10A, design EDIZIOdue, marrone"
scenario.product_142220,"AC-PD S 24M","Maschere ad innesto PIR 360°-24m, transparente"
scenario.product_142226,"APG KAL/S","Scatola AP Kallysto incl. Placca di fissaggio, nero"
scenario.product_142258,"Kaiser EBG","Alloggiamento calcestruzzo HaloX-O"
scenario.product_142090,"LABOR KO","Valigia per pannello di cablaggio"
scenario.product_142266,"RC-plus 230 next KNX/W","Rilevatore di movimento KNX, bianco"
scenario.product_142263,"PD2 360 AP KNX -25°C","Rilevatore di presenza KNX, bianco"
scenario.product_141251,"Ecolight 26/W","Faretto economico, bianco"
scenario.product_141598,"PD2 360 UP Master 1C","Rilevatore di presenza 1 canale, bianco"
scenario.product_141604,"AC-RC-plus/S","Maschere ad innesto RC-plus, AL2 RC-plus, nero"
scenario.product_141605,"AC-RC-plus/B","Maschere ad innesto RC-plus, AL2 RC-plus, marrone"
scenario.product_141608,"AK-PD-24M","Copertura adesiva per rilevatori 360°-24m, transparente"
scenario.product_141610,"ZP-BEG-360","Placca di montaggio in zinco per rilevatori 360°"
scenario.product_141611,"ZP-BEG-180","Placca di montaggio in zinco per rilevatori 180°"
scenario.product_141630,"CS S UP/HG","Coperchio colorato per rilevatori 360° UP, grigio chiaro"
scenario.product_141632,"CS S MAX/DG","Coperchio colorato per rilevatori 360° UP, grigio scuro"
scenario.product_141257,"Ecolight 26-WA/S Auto","Faretto economico con braccio murale, nero"
scenario.product_141638,"CS S MAX DE/DG","Coperchio colorato per rilevatori 360° INC, grigio scuro"
scenario.product_142108,"Indoor 180 C Minuterie EDI/B","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, marrone"
scenario.product_142254,"PD2 MAX UP KNX","Rilevatore di presenza KNX, bianco"
scenario.product_141389,"GL-AL4","Vetro di ricambio"
scenario.product_141227,"DOCU-VF, f","Dépliant Video Radio, francese"
scenario.product_141392,"DOCU-PD2, d","Dépliant rilevatore di presenza, tedesco"
scenario.product_141402,"DOCU-PD2-AKT-2, d","Dépliant promozione rilevatore di presenza, tedesco"
scenario.product_141282,"DOCU-ORD, d","Classificatore Swisslux, tedesco"
scenario.product_141424,"LC 200/W","Rilevatore di movimento 10A, bianco"
scenario.product_141327,"MBW-FL-500/S","Staffa per montaggio al soffittoi, nero"
scenario.product_141291,"ALC OP/W","Lampada senza rilevatore di movimento, bianco"
scenario.product_141297,"ALC 360 BB/W","Lampada con rilevatore di movimento, bianco"
scenario.product_141303,"ALC/LNW","Lampada senza rilevatore di movimento, bianco"
scenario.product_141469,"FLC 150-200/W","Faro con rilevatore di movimento, bianco"
scenario.product_141470,"FLC 150-200/S","Faro con rilevatore di movimento, nero"
scenario.product_141427,"FLC 500-200/S","Faro con rilevatore di movimento, nero"
scenario.product_141292,"ALC OP/S","Lampada senza rilevatore di movimento, nero"
scenario.product_141269,"RC-plus 270/W","Rilevatore di movimento 10A, bianco"
scenario.product_141279,"ES-RC-plus/W","Zoccolo per montaggio su angoli, bianco"
scenario.product_141324,"AL2 RC-plus/W","Zoccolo lampada senza rilevatore di movimento, bianco"
scenario.product_141274,"RC-plus 130/B","Rilevatore di movimento 10A, marrone"
scenario.product_141272,"RC-plus 270/S","Rilevatore di movimento 10A, nero"
scenario.product_141281,"ES-RC-plus/S","Zoccolo per montaggio su angoli, nero"
scenario.product_141463,"RC-plus Funk BAT","Rilevatore di movimento 433 MHz, bianco"
scenario.product_141409,"IR-RC Mini","piccolo telecomando IR"
scenario.product_141434,"IPS-180/W","Set frontale per rilevatori 180° NUP/NAP, bianco"
scenario.product_141435,"PD2 180 UP Slave BEG/W","Rilevatore di presenza Slave, bianco"
scenario.product_141486,"PD4 360 UP","Rilevatore di movimento 10A, bianco"
scenario.product_141307,"PD2 360 AP Master 2C","Rilevatore di presenza 2 canali, bianco"
scenario.product_141383,"PD2 360 UP Master 2C","Rilevatore di presenza 2 canali, bianco"
scenario.product_141384,"PD2 360 UP Slave","Rilevatore di presenza Slave, bianco"
scenario.product_141308,"IR-PD","Telecomando IR"
scenario.product_141453,"PD2 360 DE Dimm","Rilevatore di presenza Dimm 1-10V, bianco"
scenario.product_141448,"PD3 360 UP","Rilevatore di movimento 10A, bianco"
scenario.product_141394,"PD3 360 AP","Rilevatore di movimento 10A, bianco"
scenario.product_141474,"PD2 360 DE LON","Rilevatore di presenza LON, bianco"
scenario.product_141561,"PD2 180 UP KNX BEG/W","Rilevatore di presenza KNX, bianco"
scenario.product_141456,"PD2 360 Clip Dimm","Rilevatore di presenza Dimm 1-10V, bianco"
scenario.product_141134,"GL-AL-CH/W","Vetro di ricambio Coach, bianco"
scenario.product_141135,"GL-AL-CH/S","Vetro di ricambio Coach, nero"
scenario.product_141140,"GL-AL-OC","Vetro di ricambio Octagonal"
scenario.product_141989,"CS S UP/BE","Coperchio colorato per rilevatori 360° UP, beige"
scenario.product_141289,"GL-AL-FL/W","Vetro di ricambio Flash, bianco"
scenario.product_141114,"AL2-270/W","Zoccolo lampada con rilevatore di movimento, bianco"
scenario.product_141116,"AL2/S","Zoccolo lampada senza rilevatore di movimento, nero"
scenario.product_141119,"AL2-270/S","Zoccolo lampada con rilevatore di movimento, nero"
scenario.product_141132,"F2 CM/W","Faro per rilevatore di movimento RC-plus next, bianco"
scenario.product_141236,"FL 500/S","Faro senza rilevatore di movimento, nero"
scenario.product_141239,"FL 1000/W","Faro senza rilevatore di movimento, bianco"
scenario.product_141459,"AP-NAP-180/W","Scatola NAP per rilevatori 180°, bianco"
scenario.product_141567,"CS 180/HG","Color-Set per rilevatori 180°, grigio chiaro"
scenario.product_141166,"AL2 RC-plus 230/CHW","Lampada con rilevatore di movimento, bianco"
scenario.product_141148,"AL2 RC-plus 130/LTW","Lampada con rilevatore di movimento, bianco"
scenario.product_141150,"AL2 RC-plus 270/LTW","Lampada con rilevatore di movimento, bianco"
scenario.product_141168,"AL2 RC-plus/OPW","Lampada senza rilevatore di movimento, bianco"
scenario.product_141169,"AL2 RC-plus 130/OPW","Lampada con rilevatore di movimento, bianco"
scenario.product_141171,"AL2 RC-plus 270/OPW","Lampada con rilevatore di movimento, bianco"
scenario.product_141159,"AL2 RC-plus 270/BBW","Lampada con rilevatore di movimento, bianco"
scenario.product_141184,"AL2 RC-plus/CRW","Lampada senza rilevatore di movimento, bianco"
scenario.product_141187,"AL2 RC-plus 270/CRW","Lampada con rilevatore di movimento, bianco"
scenario.product_141468,"PD Funk BAT","Rilevatore di presenza 433 MHz, bianco"
scenario.product_141154,"AL2 RC-plus 230/LTS","Lampada con rilevatore di movimento, nero"
scenario.product_141145,"AL2 RC-plus/DNS","Lampada senza rilevatore di movimento, nero"
scenario.product_141172,"AL2 RC-plus/OPS","Lampada senza rilevatore di movimento, nero"
scenario.product_141174,"AL2 RC-plus 230/OPS","Lampada con rilevatore di movimento, nero"
scenario.product_141162,"AL2 RC-plus 230/BBS","Lampada con rilevatore di movimento, nero"
scenario.product_141189,"AL2 RC-plus 130/CRS","Lampada con rilevatore di movimento, nero"
scenario.product_141190,"AL2 RC-plus 230/CRS","Lampada con rilevatore di movimento, nero"
scenario.product_141182,"AL2 RC-plus 230/OCS","Lampada con rilevatore di movimento, nero"
scenario.product_141504,"PD9 360 Master/W","Rilevatore di presenza 1 canale, bianco"
scenario.product_141595,"SK-PD9-Dimm","Testa di sensore"
scenario.product_141430,"FF-Safetylux","Filtri di colore di ricambio"
scenario.product_141315,"LM-Safetylux-H-NL","Lampada secondaria 4.8V / 1.5W / BA9 / 9 x 23 mm"
scenario.product_141316,"PROMO-PD2","Promozione"
scenario.product_141418,"PROMO-CDS","Promozione"
scenario.product_141441,"PROMO-PD2-180","Promozione"
scenario.product_141579,"Dummy-PD2-DE/W","Imitazione, bianco"
scenario.product_141554,"CS S PD9/DG","Coperchio colorato, grigio scuro"
scenario.product_141564,"PROMO-PD9-Dimm","Promozione"
scenario.product_142016,"PD2 S 360 NMU Master 2C","Rilevatore di presenza 2 canali, senza coperchio colorato"
scenario.product_141815,"Indoor 180 UP Minuterie KAL/W","Rilevatore di movimento per minuterie, 2 fili, design Kallysto, bianco"
scenario.product_141818,"Indoor 180 UP Minuterie STA/W","Rilevatore di movimento per minuterie, 2 fili, design Standard, bianco"
scenario.product_141822,"Indoor 180 UP Kombi 2L SID/W","Rilevatore di movimento 10A, 2L schema 0, design Sidus, bianco"
scenario.product_141825,"PD2 S 180 UP Master 1C KAL/W","Rilevatore di presenza 1 canale, design Kallysto, bianco"
scenario.product_141828,"PD2 S 180 UP Master 1C STA/W","Rilevatore di presenza 1 canale, design Standard, bianco"
scenario.product_141835,"PD2 S 180 UP Slave KAL/W","Rilevatore di presenza Slave, design Kallysto, bianco"
scenario.product_141857,"Indoor 180 C Minuterie SID/W","Rilevatore di movimento per minuterie, 2 fili, design Sidus, bianco"
scenario.product_141860,"Indoor 180 C Kombi 2L KAL/W","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, bianco"
scenario.product_141884,"PD2 S 180 C KNX EDI/W","Rilevatore di presenza KNX, design EDIZIOdue, bianco"
scenario.product_141885,"PD2 S 180 C KNX KAL/W","Rilevatore di presenza KNX, design Kallysto, bianco"
scenario.product_141890,"Indoor 180 CM Kombi KAL/W","Rilevatore di movimento 10A, design Kallysto, bianco"
scenario.product_141894,"Indoor 180 CM Minuterie EDI/W","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, bianco"
scenario.product_142234,"AR KAL/B","Telaio Kallysto, marrone"
scenario.product_142235,"AR KAL/S","Telaio Kallysto, nero"
scenario.product_142238,"AR KAL/BE","Telaio Kallysto, beige"
scenario.product_142140,"Indoor 180 C Minuterie STA/S","Rilevatore di movimento per minuterie, 2 fili, design Standard, nero"
scenario.product_142143,"PD2 S 180 C Master 1C STA/S","Rilevatore di presenza 1 canale, design Standard, nero"
scenario.product_142150,"PD2 S 180 C KNX KAL/BE","Rilevatore di presenza KNX, design Kallysto, beige"
scenario.product_142158,"PD2 S 180 C KNX KAL/B","Rilevatore di presenza KNX, design Kallysto, marrone"
scenario.product_142159,"PD2 S 180 C Master 1C KAL/B","Rilevatore di presenza 1 canale, design Kallysto, marrone"
scenario.product_142167,"PD2 S 180 C Master 1C KAL/S","Rilevatore di presenza 1 canale, design Kallysto, nero"
scenario.product_142171,"Indoor 180 C Kombi KAL/HG","Rilevatore di movimento 10A, design Kallysto, grigio chiaro"
scenario.product_142174,"PD2 S 180 C KNX KAL/HG","Rilevatore di presenza KNX, design Kallysto, grigio chiaro"
scenario.product_142119,"PD2 S 180 C Master 1C EDI/S","Rilevatore di presenza 1 canale, design EDIZIOdue, nero"
scenario.product_142125,"PD2 S 180 C 12-48V EDI/HG","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, grigio chiaro"
scenario.product_142130,"Indoor 180 C Kombi 2L EDI/DG","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, grigio scuro"
scenario.product_142132,"Indoor 180 C Minuterie EDI/DG","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, grigio scuro"
scenario.product_142178,"Indoor 180 C Kombi 2L KAL/DG","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, grigio scuro"
scenario.product_142181,"PD2 S 180 C 12-48V KAL/DG","Rilevatore di presenza 12V-24V-48V, design Kallysto, grigio scuro"
scenario.product_142182,"PD2 S 180 C KNX KAL/DG","Rilevatore di presenza KNX, design Kallysto, grigio scuro"
scenario.product_142191,"PD2 S 180 C Master 1C SOL/W","Rilevatore di presenza 1 canale, design Solfà, bianco"
scenario.product_142193,"PD2 S 180 C Slave SOL/W","Rilevatore di presenza Slave, design Solfà, bianco"
scenario.product_142194,"Indoor 180 C Kombi 2L SID/AL","Rilevatore di movimento 10A, 2L schema 0, design Sidus, alluminio"
scenario.product_142199,"PD2 S 180 C Master 1C SID/AL","Rilevatore di presenza 1 canale, design Sidus, alluminio"
scenario.product_142205,"PD2 S 180 C 12-48V SID/AN","Rilevatore di presenza 12V-24V-48V, design Sidus, antracite"
scenario.product_142211,"Indoor 180 C Kombi SID/WG","Rilevatore di movimento 10A, design Sidus, bianco-lucido"
scenario.product_142212,"Indoor 180 C Minuterie SID/WG","Rilevatore di movimento per minuterie, 2 fili, design Sidus, bianco-lucido"
scenario.product_142217,"PD2 S 180 C Slave SID/WG","Rilevatore di presenza Slave, design Sidus, bianco-lucido"
scenario.product_142223,"APG KAL/B","Scatola AP Kallysto incl. Placca di fissaggio, marrone"
scenario.product_142340,"LC 180 Mini/S","Rilevatore di movimento 10A, nero"
scenario.product_142348,"PD2 S 360 AP 12-48V/W","Rilevatore di presenza 24V, bianco"
scenario.product_142357,"PD9 S 360 NM DALI-DSI","Rilevatore di presenza Dimm DALI-DSI, senza coperchio colorato"
scenario.product_142359,"PD2 S MAX UP KORRIDOR/W","Rilevatore di presenza 1 canale, bianco"
scenario.product_142362,"PD2 S NME KORRIDOR","Rilevatore di presenza 1 canale, senza coperchio colorato"
scenario.product_142365,"APG S/W","Scatola AP per rilevatori 360°, bianco"
scenario.product_142242,"AC-RC-plus next/S","Maschere ad innesto RC-plus next, nero"
scenario.product_142243,"AC-RC-plus next/SI","Maschere ad innesto RC-plus next, argento"
scenario.product_142245,"MS-RC-plus next/S","Zoccolo di montaggio RC-plus next, nero"
scenario.product_142385,"IS C EDI/B","Interruttore della luce intelligente, EDIZIOdue, marrone"
scenario.product_142386,"IS C EDI/BE","Interruttore della luce intelligente, EDIZIOdue, beige"
scenario.product_142389,"IS C SID/AL","Interruttore della luce intelligente, Sidus, alluminio"
scenario.product_142395,"IS C 2L EDI/HG","Interruttore della luce intelligente, 2 fili, EDIZIOdue, grigio chiaro"
scenario.product_142397,"IS C 2L EDI/BE","Interruttore della luce intelligente 2 fili, EDIZIOdue, bei"
scenario.product_142403,"IS C Dimm EDI/W","Interruttore della luce intelligente, Dimm , EDIZIOdue, bianco"
scenario.product_142406,"IS C Dimm EDI/HG","Interruttore della luce intelligente, Dimm , EDIZIOdue, grigio chiaro"
scenario.product_142409,"IS C Dimm KAL/W","Interruttore della luce intelligente, Dimm , Kallysto, bianco"
scenario.product_142445,"FO IR-PD 1C","Scheda  di programmazione"
scenario.product_142457,"BSK-RC/W","Griglia di protezione per montaggio a muro, bianco"
scenario.product_142459,"LT-PD9-CF","Dispositivo di potenza"
scenario.product_142636,"IL1-R35-4-S","Lampada LED con luce di emergenza"
scenario.product_142643,"IL1-R35-4-B","Lampada intelligente LED con rilevatore di presenza"
scenario.product_142644,"IL1-R35-4-AS","Lampada intelligente LED con luce di emergenza"
scenario.product_142467,"Kaiser DK-EBG 75","Coperchio 75mm per alloggiamento HaloX-O"
scenario.product_141747,"AS EDI/BE","Set adattatori, design EDIZIOdue, beige"
scenario.product_142516,"PD2 MAX AP Trio","Rilevatore di presenza 2x luce, 1x RCV, bianco"
scenario.product_142508,"PD2 MAX AP Trio DALI-DSI","Rilevatore di presenza 2x DALI, 1x RCV, bianco"
scenario.product_142509,"PD2 MAX DE Trio DALI-DSI","Rilevatore di presenza 2x DALI, 1x RCV, bianco"
scenario.product_142503,"AC-PD9 S1","Maschere ad innesto PD9 S1"
scenario.product_142092,"PD9 S 360 Master 1C/W","Rilevatore di presenza 1 canale, bianco"
scenario.product_142095,"PD9 S 360 KNX/W","Rilevatore di presenza KNX, bianco"
scenario.product_142112,"PD2 S 180 C Master 2C EDI/B","Rilevatore di presenza 2 canali, design EDIZIOdue, marrone"
scenario.product_142522,"SD 31 x 40 x 2","Guarnizione in Silicone"
scenario.product_142530,"PD2 S 360 NME GST","Rilevatore di presenza 12V-24V-48V 2x 0-10V, senza coperchio colorato"
scenario.product_142030,"PD4 S 360 NMU","Rilevatore di movimento 10A, senza coperchio colorato"
scenario.product_142084,"AR EDI/DG","Telaio EDIZIOdue, grigio scuro"
scenario.product_142032,"PD2 180 UP LON/W","Rilevatore di presenza LON, bianco"
scenario.product_142033,"PD2 S 360 NME 24V","Rilevatore di presenza 24V, senza coperchio colorato"
scenario.product_142035,"PD2 S MAX UP Slave/W","Rilevatore di presenza Slave, bianco"
scenario.product_142043,"PD2 S 360 NME Dimm","Rilevatore di presenza Dimm 1-10V, senza coperchio colorato"
scenario.product_142045,"PD2 S 360 DE 12-48V/W","Rilevatore di presenza 24V, bianco"
scenario.product_142048,"PD2 S MAX UP DUO-DALI/W","Rilevatore di presenza Dimm 2 x DALI-DSI, bianco"
scenario.product_142052,"PD2 S 360 NME Slave","Rilevatore di presenza Slave, senza coperchio colorato"
scenario.product_142055,"PD9 S 360 NM Master 1C","Rilevatore di presenza 1 canale, senza coperchio colorato"
scenario.product_142058,"PD2 S MAX NMU DUO","Rilevatore di presenza 2x luce, senza coperchio colorato"
scenario.product_142064,"PD2 S MAX NME Duo","Rilevatore di presenza 2x luce, senza coperchio colorato"
scenario.product_142065,"PD2 S 360 UP LON/W","Rilevatore di presenza LON, bianco"
scenario.product_142073,"PD2 S MAX NMU Slave","Rilevatore di presenza Slave, senza coperchio colorato"
scenario.product_142074,"PD9 S 360 NM LC","Rilevatore di movimento 10A, senza coperchio colorato"
scenario.product_142535,"FO IR-IL","Scheda  di programmazione"
scenario.product_142541,"PD9 S 360 12-48V/W","Rilevatore di movimento 12-48V, bianco"
scenario.product_142542,"Demo-IL1-R35","Prodotto a noleggio lampada LED senza rilevatore"
scenario.product_142544,"PD11 S 360 Master 1C/W","Detettore di presenza 1 canale, bianco"
scenario.product_142550,"FL3 LED/S","Faretto LED senza rilevatore di movimento, nero"
scenario.product_142553,"FL2 LED/W","Faretto LED senza rilevatore di movimento, bianco"
scenario.product_142555,"PD9 S 360 NM 12-48V","Rilevatore di movimento 12-48V, senza coperchio colorato"
scenario.product_142570,"IS Display","Commutatore d'illuminazione intelligente"
scenario.product_142571,"IS Display KO","Valigia per IS Display"
scenario.product_142379,"IS N 2L","Commutatore d'illuminazione intelligente, 2 fili"
scenario.product_142380,"IS N Dimm","Commutatore d'illuminazione intelligente Dimm"
scenario.product_142573,"AC-180","Clip di copertura per rilevatori 180°, transparente"
scenario.product_142584,"AC-PD11","Maschere ad innesto PD11, transparente"
scenario.product_142585,"CS S PD11/S","Coperchio colorato, nero"
scenario.product_142589,"CS S PD11/BE","Coperchio colorato, beige"
scenario.product_151720,"PD11 S 360 KNX/DG","Detettore di presenza 1 canale, grigio scuro"
scenario.product_142599,"AKL DS PD2 S 180","Morsetto elettrico digitalSTROM"
scenario.product_142413,"IS C Dimm STA/W","Interruttore della luce intelligente, Dimm , Standard, bianco"
scenario.product_142425,"IS UP Dimm SID/W","Interruttore della luce intelligente, Dimm 1-10V, Sidus, bianco-opaco"
scenario.product_142426,"IS UP Dimm STA/W","Interruttore della luce intelligente, Dimm 1-10V, Standard, bianco"
scenario.product_142418,"IS UP STA/W","Interruttore della luce intelligente, Standard, bianco"
scenario.product_142419,"IS UP 2L EDI/W","Interruttore della luce intelligente, 2 fili, EDIZIOdue, bianco"
scenario.product_142420,"IS UP 2L KAL/W","Interruttore della luce intelligente, 2 fili, Kallysto, bianco"
scenario.product_142431,"IS AP 2L EDI/W","Interruttore della luce intelligente, 2 fili, EDIZIOdue, bianco"
scenario.product_142434,"IS AP 2L STA/W","Interruttore della luce intelligente, 2 fili, Standard, bianco"
scenario.product_142437,"IS AP Dimm SID/W","Interruttore della luce intelligente, Dimm 1-10V, Sidus, bianco-opaco"
scenario.product_142604,"PD2 S 360 UP GST/S","Rilevatore di presenza 16V-24V-48V 2x 0-10V, nero"
scenario.product_142608,"PD2 S 360 UP GST/BE","Rilevatore di presenza 16V-24V-48V 2x 0-10V, beige"
scenario.product_142614,"CS S UP GST/BE","Coperchio colorato, beige"
scenario.product_142621,"CS S DE GST/B","Coperchio colorato, marrone"
scenario.product_142626,"FA-FL-500-2","Zoccolo R7S"
scenario.product_142633,"IL1-R35-3-MS","Lampada LED con rilevatore di movimento e luce di emergenza"
scenario.product_142663,"IL1-RE35-3-M","Lampada LED con rilevatore di movimento"
scenario.product_142666,"IL1-RE35-4","Lampada LED"
scenario.product_142850,"Logo-Sticker D: Texag Handels AG","Etichetta per depliant e cataloghi tascabili"
scenario.product_142873,"IL1-R35-3-A","Lampada intelligente LED"
scenario.product_142440,"FL3 LED 130/W","Faretto LED con rilevatore di movimento, bianco"
scenario.product_151488,"PD2 S 360 DE KNX/S","Rilevatore di presenza KNX, nero"
scenario.product_151490,"PD2 S 360 DE 12-48V/S","Rilevatore di presenza 24V, nero"
scenario.product_151495,"PD2 S 360 DE GST/DG","Rilevatore di presenza 16V-24V-48V 2x 0-10V, grigio scuro"
scenario.product_151499,"PD2 S 360 DE DALI-DSI/DG","Rilevatore di presenza Dimm DALI-DSI, grigio scuro"
