id,name,description_sale
scenario.product_151504,"PD2 S 360 DE KNX/HG","Rilevatore di presenza KNX, grigio chiaro"
scenario.product_151505,"PD2 S 360 DE Dimm/HG","Rilevatore di presenza Dimm 1-10V, grigio chiaro"
scenario.product_151507,"PD2 S 360 DE DALI-DSI/HG","Rilevatore di presenza Dimm DALI-DSI, grigio chiaro"
scenario.product_151510,"PD2 S 360 UP Slave/SI","Rilevatore di presenza Slave, argento"
scenario.product_151514,"PD2 S 360 UP KNX/SI","Rilevatore di presenza KNX, argento"
scenario.product_151519,"PD2 S 360 UP DALI-DSI/B","Rilevatore di presenza Dimm DALI-DSI, marrone"
scenario.product_151524,"PD2 S 360 UP Slave/S","Rilevatore di presenza Slave, nero"
scenario.product_151527,"PD2 S 360 UP Dimm/S","Rilevatore di presenza Dimm 1-10V, nero"
scenario.product_151446,"Indoor 180 NAP Minuterie BEG/SI","Rilevatore di movimento per minuterie, 2 fili, argento"
scenario.product_151449,"Indoor 180 NAP Kombi 2L BEG/S","Rilevatore di movimento 10A, 2L schema 0, nero"
scenario.product_151450,"PD2 S 180 NAP Master 1C BEG/SI","Rilevatore di presenza 1 canale, argento"
scenario.product_151453,"PD2 S 180 NAP Master 2C BEG/S","Rilevatore di presenza 2 canali, nero"
scenario.product_151458,"PD2 S 180 NAP KNX BEG/SI","Rilevatore di presenza KNX, argento"
scenario.product_151463,"PD2 S 360 DE GST/B","Rilevatore di presenza 16V-24V-48V 2x 0-10V, marrone"
scenario.product_151464,"PD2 S 360 DE KNX/B","Rilevatore di presenza KNX, marrone"
scenario.product_151466,"PD2 S 360 DE 12-48V/B","Rilevatore di presenza 24V, marrone"
scenario.product_151476,"PD2 S 360 DE Master 1C/SI","Rilevatore di presenza 1 canale, argento"
scenario.product_151482,"PD2 S 360 DE 12-48V/SI","Rilevatore di presenza 24V, argento"
scenario.product_151485,"PD2 S 360 DE Master 2C/S","Rilevatore di presenza 2 canali, nero"
scenario.product_151154,"PD2 S 180 AP 12-48V KAL/B","Rilevatore di presenza 12V-24V-48V, design Kallysto, marrone"
scenario.product_151158,"Indoor 180 UP Minuterie KAL/B","Rilevatore di movimento per minuterie, 2 fili, design Kallysto, marrone"
scenario.product_151161,"PD2 S 180 UP Master 2C KAL/B","Rilevatore di presenza 2 canali, design Kallysto, marrone"
scenario.product_151164,"Indoor 180 AP Kombi KAL/BE","Rilevatore di movimento 10A, design Kallysto, beige"
scenario.product_151167,"PD2 S 180 AP Master 1C KAL/BE","Rilevatore di presenza 1 canale, design Kallysto, beige"
scenario.product_151168,"PD2 S 180 AP Master 2C KAL/BE","Rilevatore di presenza 2 canali, design Kallysto, beige"
scenario.product_151171,"PD2 S 180 AP KNX KAL/BE","Rilevatore di presenza KNX, design Kallysto, beige"
scenario.product_151176,"PD2 S 180 UP Master 1C KAL/BE","Rilevatore di presenza 1 canale, design Kallysto, beige"
scenario.product_151186,"PD2 S 180 AP 12-48V KAL/S","Rilevatore di presenza 12V-24V-48V, design Kallysto, nero"
scenario.product_151189,"PD2 S 180 UP KNX KAL/S","Rilevatore di presenza KNX, design Kallysto, nero"
scenario.product_151190,"Indoor 180 UP Minuterie KAL/S","Rilevatore di movimento per minuterie, 2 fili, design Kallysto, nero"
scenario.product_151193,"PD2 S 180 UP Master 2C KAL/S","Rilevatore di presenza 2 canali, design Kallysto, nero"
scenario.product_142560,"PD9 S 360 12-48V/B","Rilevatore di movimento 12-48V, marrone"
scenario.product_151077,"Indoor 180 UP Minuterie EDI/S","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, nero"
scenario.product_151084,"Indoor 180 AP Kombi EDI/DG","Rilevatore di movimento 10A, design EDIZIOdue, grigio scuro"
scenario.product_151087,"PD2 S 180 AP Master 1C EDI/DG","Rilevatore di presenza 1 canale, design EDIZIOdue, grigio scuro"
scenario.product_151097,"PD2 S 180 UP Master 2C EDI/DG","Rilevatore di presenza 2 canali, design EDIZIOdue, grigio scuro"
scenario.product_151098,"PD2 S 180 UP Slave EDI/DG","Rilevatore di presenza Slave, design EDIZIOdue, grigio scuro"
scenario.product_151102,"Indoor 180 AP Kombi 2L EDI/HG","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, grigio chiaro"
scenario.product_151105,"PD2 S 180 AP Slave EDI/HG","Rilevatore di presenza Slave, design EDIZIOdue, grigio chiaro"
scenario.product_151108,"Indoor 180 UP Kombi EDI/HG","Rilevatore di movimento 10A, design EDIZIOdue, grigio chiaro"
scenario.product_151408,"Indoor 180 CM Kombi 2L SID/AL","Rilevatore di movimento 10A, 2L schema 0, design Sidus, alluminio"
scenario.product_151414,"PD2 S 180 CM 12-48V SOL/WG","Rilevatore di presenza 12V-24V-48V, design Solfà, bianco-lucido"
scenario.product_151419,"Indoor 180 CM Minuterie SOL/WG","Rilevatore di movimento per minuterie, 2 fili, design Solfà, bianco-lucido"
scenario.product_151420,"PD2 S 180 CM Master 2C STA/S","Rilevatore di presenza 2 canali, design Standard, nero"
scenario.product_151422,"PD2 S 180 CM 12-48V STA/S","Rilevatore di presenza 12V-24V-48V, design Standard, nero"
scenario.product_151423,"PD2 S 180 CM KNX STA/S","Rilevatore di presenza KNX, design Standard, nero"
scenario.product_151425,"PD2 S 180 CM Master 1C STA/S","Rilevatore di presenza 1 canale, design Standard, nero"
scenario.product_151430,"Indoor 180 NUP Minuterie BEG/SI","Rilevatore di movimento per minuterie, 2 fili, argento"
scenario.product_151431,"Indoor 180 NUP Minuterie BEG/S","Rilevatore di movimento per minuterie, 2 fili, nero"
scenario.product_151436,"PD2 S 180 NUP Master 2C BEG/SI","Rilevatore di presenza 2 canali, argento"
scenario.product_151437,"PD2 S 180 NUP Master 2C BEG/S","Rilevatore di presenza 2 canali, nero"
scenario.product_151440,"PD2 S 180 NUP 12-48V BEG/SI","Rilevatore di presenza 12V-24V-48V, argento"
scenario.product_151443,"PD2 S 180 NUP KNX BEG/S","Rilevatore di presenza KNX, nero"
scenario.product_151362,"Indoor 180 CM Minuterie KAL/BE","Rilevatore di movimento per minuterie, 2 fili, design Kallysto, beige"
scenario.product_151365,"PD2 S 180 CM Slave KAL/S","Rilevatore di presenza Slave, design Kallysto, nero"
scenario.product_151370,"Indoor 180 CM Minuterie KAL/S","Rilevatore di movimento per minuterie, 2 fili, design Kallysto, nero"
scenario.product_151372,"PD2 S 180 CM Master 2C KAL/DG","Rilevatore di presenza 2 canali, design Kallysto, grigio scuro"
scenario.product_151375,"PD2 S 180 CM KNX KAL/DG","Rilevatore di presenza KNX, design Kallysto, grigio scuro"
scenario.product_151379,"Indoor 180 CM Kombi 2L KAL/DG","Rilevatore di movimento 10A, 2L schema 0, design Kallysto, grigio scuro"
scenario.product_151381,"PD2 S 180 CM Slave KAL/HG","Rilevatore di presenza Slave, design Kallysto, grigio chiaro"
scenario.product_151383,"PD2 S 180 CM KNX KAL/HG","Rilevatore di presenza KNX, design Kallysto, grigio chiaro"
scenario.product_151384,"PD2 S 180 CM Master 1C KAL/HG","Rilevatore di presenza 1 canale, design Kallysto, grigio chiaro"
scenario.product_151396,"PD2 S 180 CM Master 2C SID/AN","Rilevatore di presenza 2 canali, design Sidus, antracite"
scenario.product_151397,"PD2 S 180 CM Slave SID/AN","Rilevatore di presenza Slave, design Sidus, antracite"
scenario.product_151323,"Indoor 180 CM Kombi 2L EDI/DG","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, grigio scuro"
scenario.product_151326,"PD2 S 180 CM 12-48V EDI/HG","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, grigio chiaro"
scenario.product_151330,"Indoor 180 CM Minuterie EDI/HG","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, grigio chiaro"
scenario.product_151333,"PD2 S 180 CM Slave EDI/B","Rilevatore di presenza Slave, design EDIZIOdue, marrone"
scenario.product_151337,"Indoor 180 CM Kombi EDI/B","Rilevatore di movimento 10A, design EDIZIOdue, marrone"
scenario.product_151344,"PD2 S 180 CM Master 1C EDI/BE","Rilevatore di presenza 1 canale, design EDIZIOdue, beige"
scenario.product_151346,"Indoor 180 CM Minuterie EDI/BE","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, beige"
scenario.product_151347,"Indoor 180 CM Kombi 2L EDI/BE","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, beige"
scenario.product_151353,"Indoor 180 CM Kombi KAL/B","Rilevatore di movimento 10A, design Kallysto, marrone"
scenario.product_151354,"Indoor 180 CM Minuterie KAL/B","Rilevatore di movimento per minuterie, 2 fili, design Kallysto, marrone"
scenario.product_151111,"Indoor 180 UP Kombi 2L EDI/HG","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, grigio chiaro"
scenario.product_151114,"PD2 S 180 UP Slave EDI/HG","Rilevatore di presenza Slave, design EDIZIOdue, grigio chiaro"
scenario.product_151117,"Indoor 180 AP Minuterie EDI/B","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, marrone"
scenario.product_151120,"PD2 S 180 AP Master 2C EDI/B","Rilevatore di presenza 2 canali, design EDIZIOdue, marrone"
scenario.product_151121,"PD2 S 180 AP Slave EDI/B","Rilevatore di presenza Slave, design EDIZIOdue, marrone"
scenario.product_151126,"PD2 S 180 UP KNX EDI/B","Rilevatore di presenza KNX, design EDIZIOdue, marrone"
scenario.product_151127,"Indoor 180 UP Kombi 2L EDI/B","Rilevatore di movimento 10A, 2L schema 0, design EDIZIOdue, marrone"
scenario.product_151131,"PD2 S 180 UP 12-48V EDI/B","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, marrone"
scenario.product_151138,"PD2 S 180 AP 12-48V EDI/BE","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, beige"
scenario.product_151141,"Indoor 180 UP Minuterie EDI/BE","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, beige"
scenario.product_151144,"PD2 S 180 UP Master 1C EDI/BE","Rilevatore di presenza 1 canale, design EDIZIOdue, beige"
scenario.product_151146,"PD2 S 180 UP Slave EDI/BE","Rilevatore di presenza Slave, design EDIZIOdue, beige"
scenario.product_151729,"PD11 S 360 Master 1C/B","Detettore di presenza 1 canale, marrone"
scenario.product_151279,"PD2 S 180 AP Master 1C SOL/WG","Rilevatore di presenza 1 canale, design Solfà, bianco-lucido"
scenario.product_151283,"PD2 S 180 AP KNX SOL/WG","Rilevatore di presenza KNX, design Solfà, bianco-lucido"
scenario.product_151284,"Indoor 180 UP Kombi SOL/WG","Rilevatore di movimento 10A, design Solfà, bianco-lucido"
scenario.product_151286,"Indoor 180 UP Minuterie SOL/WG","Rilevatore di movimento per minuterie, 2 fili, design Solfà, bianco-lucido"
scenario.product_151290,"PD2 S 180 UP Slave SOL/WG","Rilevatore di presenza Slave, design Solfà, bianco-lucido"
scenario.product_151291,"PD2 S 180 UP 12-48V SOL/WG","Rilevatore di presenza 12V-24V-48V, design Solfà, bianco-lucido"
scenario.product_151296,"PD2 S 180 AP Master 1C STA/S","Rilevatore di presenza 1 canale, design Standard, nero"
scenario.product_151303,"Indoor 180 UP Minuterie STA/S","Rilevatore di movimento per minuterie, 2 fili, design Standard, nero"
scenario.product_151305,"PD2 S 180 UP Master 1C STA/S","Rilevatore di presenza 1 canale, design Standard, nero"
scenario.product_151306,"PD2 S 180 UP Master 2C STA/S","Rilevatore di presenza 2 canali, design Standard, nero"
scenario.product_151314,"Indoor 180 CM Minuterie EDI/S","Rilevatore di movimento per minuterie, 2 fili, design EDIZIOdue, nero"
scenario.product_151318,"PD2 S 180 CM 12-48V EDI/DG","Rilevatore di presenza 12V-24V-48V, design EDIZIOdue, grigio scuro"
scenario.product_151196,"Indoor 180 AP Kombi KAL/DG","Rilevatore di movimento 10A, design Kallysto, grigio scuro"
scenario.product_151197,"Indoor 180 AP Minuterie KAL/DG","Rilevatore di movimento per minuterie, 2 fili, design Kallysto, grigio scuro"
scenario.product_151206,"Indoor 180 UP Minuterie KAL/DG","Rilevatore di movimento per minuterie, 2 fili, design Kallysto, grigio scuro"
scenario.product_151210,"PD2 S 180 UP Slave KAL/DG","Rilevatore di presenza Slave, design Kallysto, grigio scuro"
scenario.product_151211,"PD2 S 180 UP 12-48V KAL/DG","Rilevatore di presenza 12V-24V-48V, design Kallysto, grigio scuro"
scenario.product_151219,"PD2 S 180 AP KNX KAL/HG","Rilevatore di presenza KNX, design Kallysto, grigio chiaro"
scenario.product_151225,"PD2 S 180 UP Master 2C KAL/HG","Rilevatore di presenza 2 canali, design Kallysto, grigio chiaro"
scenario.product_151228,"Indoor 180 AP Kombi SID/WG","Rilevatore di movimento 10A, design Sidus, bianco-lucido"
scenario.product_151231,"PD2 S 180 AP Master 1C SID/WG","Rilevatore di presenza 1 canale, design Sidus, bianco-lucido"
scenario.product_151234,"PD2 S 180 AP 12-48V SID/WG","Rilevatore di presenza 12V-24V-48V, design Sidus, bianco-lucido"
scenario.product_151618,"PD2 S MAX UP KNX/S","Rilevatore di presenza KNX, nero"
scenario.product_151619,"PD2 S MAX UP Master 1C/S","Rilevatore di presenza 1 canale, nero"
scenario.product_151620,"PD2 S MAX UP KORRIDOR/DG","Rilevatore di presenza 1 canale, grigio scuro"
scenario.product_151622,"PD2 S MAX UP Slave/DG","Rilevatore di presenza Slave, grigio scuro"
scenario.product_151631,"PD2 S MAX UP Duo/HG","Rilevatore di presenza 2x luce, grigio chiaro"
scenario.product_151637,"PD3 S 360 DE Micro/BE","Rilevatore di movimento 10A, microfono, beige"
scenario.product_151641,"PD3 S 360 DE/SI","Rilevatore di movimento 10A, argento"
scenario.product_151644,"PD3 S 360 DE/S","Rilevatore di movimento 10A, nero"
scenario.product_151646,"PD3 S 360 DE Micro/DG","Rilevatore di movimento 10A, microfono, grigio scuro"
scenario.product_151649,"PD3 S 360 DE Micro/HG","Rilevatore di movimento 10A, microfono, grigio chiaro"
scenario.product_151653,"PD3 S 360 UP 24V/SI","Rilevatore di movimento 24V, argento"
scenario.product_151654,"PD3 S 360 UP Micro/SI","Rilevatore di movimento 10A, microfono, argento"
scenario.product_151574,"PD2 S MAX DE Duo/S","Rilevatore di presenza 2x luce, nero"
scenario.product_151575,"PD2 S MAX DE Master 2C/S","Rilevatore di presenza 2 canali, nero"
scenario.product_151580,"PD2 S MAX DE Slave/DG","Rilevatore di presenza Slave, grigio scuro"
scenario.product_151582,"PD2 S MAX DE Master 2C/DG","Rilevatore di presenza 2 canali, grigio scuro"
scenario.product_151583,"PD2 S MAX DE KORRIDOR/DG","Rilevatore di presenza 1 canale, grigio scuro"
scenario.product_151585,"PD2 S MAX DE DUO-DALI/HG","Rilevatore di presenza Dimm 2x DALI-DSI, grigio chiaro"
scenario.product_151597,"PD2 S MAX UP KNX/B","Rilevatore di presenza KNX, marrone"
scenario.product_151599,"PD2 S MAX UP KORRIDOR/BE","Rilevatore di presenza 1 canale, beige"
scenario.product_151600,"PD2 S MAX UP Master 2C/BE","Rilevatore di presenza 2 canali, beige"
scenario.product_151606,"PD2 S MAX UP KORRIDOR/SI","Rilevatore di presenza 1 canale, argento"
scenario.product_151612,"PD2 S MAX UP Master 1C/SI","Rilevatore di presenza 1 canale, argento"
scenario.product_151239,"Indoor 180 UP Minuterie SID/WG","Rilevatore di movimento per minuterie, 2 fili, design Sidus, bianco-lucido"
scenario.product_151245,"Indoor 180 AP Minuterie SID/AN","Rilevatore di movimento per minuterie, 2 fili, design Sidus, antracite"
scenario.product_151251,"PD2 S 180 AP KNX SID/AN","Rilevatore di presenza KNX, design Sidus, antracite"
scenario.product_151253,"PD2 S 180 UP 12-48V SID/AN","Rilevatore di presenza 12V-24V-48V, design Sidus, antracite"
scenario.product_151254,"PD2 S 180 UP KNX SID/AN","Rilevatore di presenza KNX, design Sidus, antracite"
scenario.product_151263,"PD2 S 180 AP Master 1C SID/AL","Rilevatore di presenza 1 canale, design Sidus, alluminio"
scenario.product_151266,"PD2 S 180 AP 12-48V SID/AL","Rilevatore di presenza 12V-24V-48V, design Sidus, alluminio"
scenario.product_151269,"PD2 S 180 UP 12-48V SID/AL","Rilevatore di presenza 12V-24V-48V, design Sidus, alluminio"
scenario.product_151272,"Indoor 180 UP Kombi 2L SID/AL","Rilevatore di movimento 10A, 2L schema 0, design Sidus, alluminio"
scenario.product_151275,"PD2 S 180 UP Slave SID/AL","Rilevatore di presenza Slave, design Sidus, alluminio"
scenario.product_151656,"PD3 S 360 UP 24V/B","Rilevatore di movimento 24V, marrone"
scenario.product_151660,"PD3 S 360 UP Micro/S","Rilevatore di movimento 10A, microfono, nero"
scenario.product_151661,"PD3 S 360 UP/DG","Rilevatore di movimento 10A, grigio scuro"
scenario.product_151666,"PD3 S 360 UP Micro/HG","Rilevatore di movimento 10A, microfono, grigio chiaro"
scenario.product_151667,"PD3 S 360 UP/BE","Rilevatore di movimento 10A, beige"
scenario.product_151675,"PD4 S 360 DE/HG","Rilevatore di movimento 10A, grigio chiaro"
scenario.product_151678,"PD4 S 360 UP/SI","Rilevatore di movimento 10A, argento"
scenario.product_151683,"PD9 S 360 LC/SI","Rilevatore di movimento 10A, argento"
scenario.product_151688,"PD9 S 360 DALI-DSI/B","Rilevatore di presenza Dimm DALI-DSI, marrone"
scenario.product_151690,"PD9 S 360 Master 1C/B","Rilevatore di presenza 1 canale, marrone"
scenario.product_151692,"PD9 S 360 Slave/B","Rilevatore di presenza Slave, marrone"
scenario.product_151693,"PD9 S 360 KNX/B","Rilevatore di presenza KNX, marrone"
scenario.product_151730,"PD11 S 360 Slave/S","Detettore di presenza Slave, nero"
scenario.product_151535,"PD2 S 360 UP KNX/DG","Rilevatore di presenza KNX, grigio scuro"
scenario.product_151543,"PD2 S 360 UP Master 1C/BE","Rilevatore di presenza 1 canale, beige"
scenario.product_151544,"PD2 S 360 UP Master 2C/BE","Rilevatore di presenza 2 canali, beige"
scenario.product_151550,"PD2 S MAX DE DUO-DALI/B","Rilevatore di presenza Dimm 2x DALI-DSI, marrone"
scenario.product_151557,"PD2 S MAX DE DUO-DALI/BE","Rilevatore di presenza Dimm 2x DALI-DSI, beige"
scenario.product_151560,"PD2 S MAX DE Duo/BE","Rilevatore di presenza 2x luce, beige"
scenario.product_151563,"PD2 S MAX DE KNX/BE","Rilevatore di presenza KNX, beige"
